TradDt,BizDt,Sgmt,Src,FinInstrmTp,FinInstrmId,ISIN,TckrSymb,SctySrs,XpryDt,FininstrmActlXpryDt,StrkPric,OptnTp,FinInstrmNm,OpnPric,HghPric,LwPric,ClsPric,LastPric,PrvsClsgPric,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,TtlTradgVol,TtlTrfVal,TtlNbOfTxsExctd,SsnId,NewBrdLotQty,Rmks,Rsvd1,Rsvd2,Rsvd3,Rsvd4
2026-08-31,2026-08-31,FO,NSE,STO,67194,,ABCAPITAL,,2026-11-23,2026-11-23,410.0,CE,ABCAPITAL26NOV410CE,0.0,0.0,0.0,36.05,0.0,36.05,409.4,33.81,0,0,0,0.0,0,F1,3100,,,,,
2026-08-31,2026-08-31,FO,NSE,STO,78465,,ABCAPITAL,,2026-09-29,2026-09-29,410.0,PE,ABCAPITAL26SEP410PE,14.35,15.75,12.65,13.65,12.65,10.95,409.4,13.65,883500,-62000,152,199912800.0,141,F1,3100,,,,,
2026-08-31,2026-08-31,FO,NSE,STO,78473,,ABCAPITAL,,2026-09-29,2026-09-29,450.0,PE,ABCAPITAL26SEP450PE,0.0,0.0,0.0,40.2,40.2,40.2,409.4,44.23,37200,0,0,0.0,0,F1,3100,,,,,
2026-08-31,2026-08-31,FO,NSE,STO,53044,,ABCAPITAL,,2026-10-27,2026-10-27,410.0,PE,ABCAPITAL26OCT410PE,0.0,0.0,0.0,38.95,0.0,38.95,409.4,23.82,0,0,0,0.0,0,F1,3100,,,,,
2026-08-31,2026-08-31,FO,NSE,STO,67175,,ABCAPITAL,,2026-11-23,2026-11-23,340.0,PE,ABCAPITAL26NOV340PE,0.0,0.0,0.0,5.95,0.0,5.95,409.4,5.35,0,0,0,0.0,0,F1,3100,,,,,
2026-08-31,2026-08-31,FO,NSE,STO,67187,,ABCAPITAL,,2026-11-23,2026-11-23,370.0,PE,ABCAPITAL26NOV370PE,0.0,0.0,0.0,13.1,0.0,13.1,409.4,12.27,0,0,0,0.0,0,F1,3100,,,,,
2026-08-31,2026-08-31,FO,NSE,STO,67189,,ABCAPITAL,,2026-11-23,2026-11-23,380.0,PE,ABCAPITAL26NOV380PE,0.0,0.0,0.0,16.35,0.0,16.35,409.4,15.49,0,0,0,0.0,0,F1,3100,,,,,
2026-08-31,2026-08-31,FO,NSE,STO,67202,,ABCAPITAL,,2026-11-23,2026-11-23,440.0,PE,ABCAPITAL26NOV440PE,0.0,0.0,0.0,46.15,0.0,46.15,409.4,45.5,0,0,0,0.0,0,F1,3100,,,,,
2026-08-31,2026-08-31,FO,NSE,STO,78393,,ABCAPITAL,,2026-09-29,2026-09-29,350.0,CE,ABCAPITAL26SEP350CE,53.0,53.0,53.0,53.0,53.0,61.5,409.4,62.51,18600,-3100,1,1249300.0,1,F1,3100,,,,,
2026-08-31,2026-08-31,FO,NSE,STO,53041,,ABCAPITAL,,2026-10-27,2026-10-27,400.0,CE,ABCAPITAL26OCT400CE,18.1,18.55,18.1,18.55,18.55,22.15,409.4,32.57,18600,3100,2,2593615.0,2,F1,3100,,,,,
2026-08-31,2026-08-31,FO,NSE,STO,53049,,ABCAPITAL,,2026-10-27,2026-10-27,440.0,CE,ABCAPITAL26OCT440CE,0.0,0.0,0.0,16.6,0.0,16.6,409.4,15.46,0,0,0,0.0,0,F1,3100,,,,,
2026-08-31,2026-08-31,FO,NSE,STO,67198,,ABCAPITAL,,2026-11-23,2026-11-23,420.0,PE,ABCAPITAL26NOV420PE,0.0,0.0,0.0,34.35,0.0,34.35,409.4,33.53,0,0,0,0.0,0,F1,3100,,,,,
2026-08-31,2026-08-31,FO,NSE,STO,52968,,ABCAPITAL,,2026-09-29,2026-09-29,405.0,CE,ABCAPITAL26SEP405CE,11.6,11.6,8.6,10.3,10.5,12.95,409.4,10.3,313100,74400,274,352167130.0,248,F1,3100,,,,,
2026-08-31,2026-08-31,FO,NSE,STO,52969,,ABCAPITAL,,2026-09-29,2026-09-29,405.0,PE,ABCAPITAL26SEP405PE,10.85,12.7,9.7,10.9,10.0,8.5,409.4,10.9,251100,71300,105,135501465.0,97,F1,3100,,,,,
2026-08-31,2026-08-31,FO,NSE,STO,52980,,ABCAPITAL,,2026-09-29,2026-09-29,445.0,PE,ABCAPITAL26SEP445PE,0.0,0.0,0.0,34.85,34.85,34.85,409.4,40.32,9300,0,0,0.0,0,F1,3100,,,,,
2026-08-31,2026-08-31,FO,NSE,STO,53034,,ABCAPITAL,,2026-10-27,2026-10-27,360.0,PE,ABCAPITAL26OCT360PE,0.0,0.0,0.0,15.4,0.0,15.4,409.4,6.24,0,0,0,0.0,0,F1,3100,,,,,
2026-08-31,2026-08-31,FO,NSE,STO,53048,,ABCAPITAL,,2026-10-27,2026-10-27,430.0,PE,ABCAPITAL26OCT430PE,0.0,0.0,0.0,51.65,0.0,51.65,409.4,35.1,0,0,0,0.0,0,F1,3100,,,,,
2026-08-31,2026-08-31,FO,NSE,STO,53031,,ABCAPITAL,,2026-10-27,2026-10-27,360.0,CE,ABCAPITAL26OCT360CE,0.0,0.0,0.0,52.15,0.0,52.15,409.4,59.31,0,0,0,0.0,0,F1,3100,,,,,
2026-08-31,2026-08-31,FO,NSE,STO,53037,,ABCAPITAL,,2026-10-27,2026-10-27,380.0,CE,ABCAPITAL26OCT380CE,0.0,0.0,0.0,40.4,0.0,40.4,409.4,44.76,0,0,0,0.0,0,F1,3100,,,,,
2026-08-31,2026-08-31,FO,NSE,STO,67199,,ABCAPITAL,,2026-11-23,2026-11-23,430.0,CE,ABCAPITAL26NOV430CE,0.0,0.0,0.0,27.25,0.0,27.25,409.4,25.13,0,0,0,0.0,0,F1,3100,,,,,
2026-08-31,2026-08-31,FO,NSE,STO,78359,,ABCAPITAL,,2026-09-29,2026-09-29,330.0,PE,ABCAPITAL26SEP330PE,0.4,0.4,0.15,0.15,0.15,0.4,409.4,0.15,74400,6200,3,3071635.0,3,F1,3100,,,,,
2026-08-31,2026-08-31,FO,NSE,STO,52955,,ABCAPITAL,,2026-09-29,2026-09-29,365.0,PE,ABCAPITAL26SEP365PE,0.0,0.0,0.0,1.35,1.35,1.35,409.4,3.19,6200,0,0,0.0,0,F1,3100,,,,,
2026-08-31,2026-08-31,FO,NSE,STO,67192,,ABCAPITAL,,2026-11-23,2026-11-23,400.0,CE,ABCAPITAL26NOV400CE,0.0,0.0,0.0,41.15,0.0,41.15,409.4,38.89,0,0,0,0.0,0,F1,3100,,,,,
2026-08-31,2026-08-31,FO,NSE,STO,78461,,ABCAPITAL,,2026-09-29,2026-09-29,390.0,PE,ABCAPITAL26SEP390PE,5.45,5.95,4.1,4.65,4.4,3.65,409.4,4.65,1128400,58900,246,301251955.0,209,F1,3100,,,,,
2026-08-31,2026-08-31,FO,NSE,STO,78506,,ABCAPITAL,,2026-09-29,2026-09-29,480.0,PE,ABCAPITAL26SEP480PE,0.0,0.0,0.0,64.0,64.0,64.0,409.4,70.23,6200,0,0,0.0,0,F1,3100,,,,,
2026-08-31,2026-08-31,FO,NSE,STO,67197,,ABCAPITAL,,2026-11-23,2026-11-23,420.0,CE,ABCAPITAL26NOV420CE,13.2,13.2,13.2,13.2,13.2,15.1,409.4,29.22,6200,0,1,1342920.0,1,F1,3100,,,,,
2026-08-31,2026-08-31,FO,NSE,STF,61476,,ABCAPITAL,,2026-11-23,2026-11-23,,,ABCAPITAL26NOVFUT,406.5,408.0,404.1,408.0,408.0,412.65,409.4,415.63,37200,12400,7,8824305.0,7,F1,3100,,,,,
2026-08-31,2026-08-31,FO,NSE,STO,52990,,ABCAPITAL,,2026-09-29,2026-09-29,485.0,PE,ABCAPITAL26SEP485PE,0.0,0.0,0.0,76.0,76.0,76.0,409.4,74.86,9300,0,0,0.0,0,F1,3100,,,,,
2026-08-31,2026-08-31,FO,NSE,STO,67129,,ABCAPITAL,,2026-10-27,2026-10-27,425.0,PE,ABCAPITAL26OCT425PE,0.0,0.0,0.0,32.85,0.0,32.85,409.4,32.06,0,0,0,0.0,0,F1,3100,,,,,
2026-08-31,2026-08-31,FO,NSE,STO,53052,,ABCAPITAL,,2026-10-27,2026-10-27,450.0,PE,ABCAPITAL26OCT450PE,0.0,0.0,0.0,65.95,0.0,65.95,409.4,48.57,0,0,0,0.0,0,F1,3100,,,,,
2026-08-31,2026-08-31,FO,NSE,STO,67191,,ABCAPITAL,,2026-11-23,2026-11-23,390.0,PE,ABCAPITAL26NOV390PE,0.0,0.0,0.0,20.1,0.0,20.1,409.4,19.24,0,0,0,0.0,0,F1,3100,,,,,
2026-08-31,2026-08-31,FO,NSE,STO,52970,,ABCAPITAL,,2026-09-29,2026-09-29,415.0,CE,ABCAPITAL26SEP415CE,5.5,6.65,5.0,6.15,6.55,8.15,409.4,6.15,902100,15500,188,245213410.0,176,F1,3100,,,,,
2026-08-31,2026-08-31,FO,NSE,STO,66961,,ABCAPITAL,,2026-10-27,2026-10-27,385.0,CE,ABCAPITAL26OCT385CE,0.0,0.0,0.0,44.0,0.0,44.0,409.4,41.48,0,0,0,0.0,0,F1,3100,,,,,
2026-08-31,2026-08-31,FO,NSE,STO,53045,,ABCAPITAL,,2026-10-27,2026-10-27,420.0,CE,ABCAPITAL26OCT420CE,11.0,11.0,9.2,10.0,10.0,11.2,409.4,22.85,18600,12400,7,9329450.0,7,F1,3100,,,,,
2026-08-31,2026-08-31,FO,NSE,STO,67128,,ABCAPITAL,,2026-10-27,2026-10-27,425.0,CE,ABCAPITAL26OCT425CE,0.0,0.0,0.0,23.15,0.0,23.15,409.4,20.79,0,0,0,0.0,0,F1,3100,,,,,
2026-08-31,2026-08-31,FO,NSE,STO,53057,,ABCAPITAL,,2026-10-27,2026-10-27,470.0,CE,ABCAPITAL26OCT470CE,0.0,0.0,0.0,2.95,2.95,2.95,409.4,8.09,3100,0,0,0.0,0,F1,3100,,,,,
