Date,SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER
2019-08-23,BALKRISIND, EQ, 23-Aug-2019,735.2,730.5,754.0,728.05,743.0,742.4,745.17,900250,6708.35,17504,118726,13.19
2019-10-01,BALKRISIND, EQ, 01-Oct-2019,776.25,778.0,793.2,751.55,756.65,757.8,777.53,416059,3234.98,10456,91475,21.99
2019-10-03,BALKRISIND, EQ, 03-Oct-2019,757.8,756.0,771.5,746.3,761.2,761.55,761.86,210570,1604.25,5549,22342,10.61
2019-10-04,BALKRISIND, EQ, 04-Oct-2019,761.55,765.35,780.0,740.65,742.95,744.65,758.47,230733,1750.05,6185,30838,13.37
2019-10-07,BALKRISIND, EQ, 07-Oct-2019,744.65,747.95,747.95,722.0,725.0,725.1,731.99,304831,2231.35,10882,72786,23.88
2019-10-09,BALKRISIND, EQ, 09-Oct-2019,725.1,716.85,734.95,707.0,734.95,733.05,722.21,440297,3179.85,14545,68621,15.59
2019-10-10,BALKRISIND, EQ, 10-Oct-2019,733.05,734.95,749.9,726.85,744.45,745.6,740.84,343383,2543.93,8751,86722,25.26
2019-10-11,BALKRISIND, EQ, 11-Oct-2019,745.6,746.0,765.0,740.0,748.0,749.1,757.94,922670,6993.28,15954,409667,44.4
2019-10-14,BALKRISIND, EQ, 14-Oct-2019,749.1,753.8,763.0,746.85,760.0,761.35,758.52,259627,1969.31,13039,98930,38.1
2019-10-15,BALKRISIND, EQ, 15-Oct-2019,761.35,761.35,779.1,758.0,773.0,772.35,767.92,426275,3273.47,10037,158208,37.11
2019-10-16,BALKRISIND, EQ, 16-Oct-2019,772.35,775.0,786.95,768.0,780.25,780.9,779.77,234899,1831.67,6443,61747,26.29
2019-10-17,BALKRISIND, EQ, 17-Oct-2019,780.9,780.9,799.6,773.0,795.0,794.6,787.89,265947,2095.37,8947,102012,38.36
2019-10-18,BALKRISIND, EQ, 18-Oct-2019,794.6,794.75,851.0,793.0,839.0,837.3,826.89,1653509,13672.66,37013,283352,17.14
2019-10-22,BALKRISIND, EQ, 22-Oct-2019,837.3,840.0,846.25,825.0,829.05,830.65,834.17,469555,3916.88,11628,89163,18.99
2019-10-23,BALKRISIND, EQ, 23-Oct-2019,830.65,833.0,837.2,818.35,830.0,830.35,829.06,272921,2262.68,6952,64776,23.73
2019-10-24,BALKRISIND, EQ, 24-Oct-2019,830.35,835.55,853.8,832.0,836.5,835.0,844.51,627692,5300.9,14249,75261,11.99
2019-10-25,BALKRISIND, EQ, 25-Oct-2019,835.0,839.0,850.0,825.0,841.9,839.65,841.24,546606,4598.25,12604,72321,13.23
