SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER
20MICRONS, EQ, 04-Oct-2021,61.0,61.6,62.45,59.95, 60.70,60.8,60.98,111663,68.1,1849, 66154, 59.24
21STCENMGM, EQ, 04-Oct-2021,49.2,50.15,50.15,50.15, 50.15,50.15,50.15,3615,1.81,17, 3615, 100.00
3MINDIA, EQ, 04-Oct-2021,24863.2,25200.0,25896.0,25001.0, 25386.50,25435.9,25187.27,14304,3602.79,2438, 11902, 83.21
5PAISA, EQ, 04-Oct-2021,476.05,483.0,486.0,465.5, 465.50,467.65,473.99,43243,204.97,2260, 26528, 61.35
63MOONS, EQ, 04-Oct-2021,92.15,92.85,93.3,91.8, 92.20,92.2,92.48,73468,67.94,1216, 52134, 70.96
A2ZINFRA, EQ, 04-Oct-2021,4.25,4.25,4.3,4.2, 4.30,4.25,4.25,474788,20.18,350, 384740, 81.03
AAKASH, EQ, 04-Oct-2021,221.6,218.05,227.0,210.0, 215.70,217.3,219.18,82549,180.93,893, 41118, 49.81
AAREYDRUGS, EQ, 04-Oct-2021,36.3,37.0,38.5,36.1, 36.95,37.4,37.15,59102,21.96,683, 37560, 63.55
AARON, EQ, 04-Oct-2021,99.3,99.4,104.25,99.4, 104.20,103.05,102.63,14090,14.46,233, 9357, 66.41
AARTIDRUGS, EQ, 04-Oct-2021,604.5,606.0,613.0,605.2, 607.00,606.4,607.95,263845,1604.04,13454, 138277, 52.41
AARTIIND, EQ, 04-Oct-2021,942.0,948.95,1026.0,945.55, 1024.00,1021.35,998.04,6358938,63464.65,168815, 2093701, 32.93
AARTISURF, EQ, 04-Oct-2021,1453.9,1451.95,1524.0,1449.95, 1500.00,1494.2,1489.64,26652,397.02,4312, 13096, 49.14
AARVEEDEN, EQ, 04-Oct-2021,22.8,23.6,23.6,22.8, 23.00,23.0,23.16,13242,3.07,136, 9370, 70.76
AARVI, EQ, 04-Oct-2021,60.3,61.55,63.6,60.9, 63.50,63.4,62.55,33332,20.85,458, 25481, 76.45
AAVAS, EQ, 04-Oct-2021,2557.25,2565.0,2634.95,2550.85, 2605.00,2606.35,2590.68,36186,937.46,7916, 17362, 47.98
ABAN, EQ, 04-Oct-2021,42.35,42.35,43.8,42.35, 43.15,43.05,43.13,124781,53.81,1440, 64309, 51.54
ABB, EQ, 04-Oct-2021,1858.9,1860.1,1893.4,1845.0, 1865.60,1873.2,1861.32,169391,3152.91,9293, 123224, 72.75
ABBOTINDIA, EQ, 04-Oct-2021,22031.25,22810.0,23371.95,22300.0, 23149.95,23108.85,22930.46,112685,25839.18,44450, 13226, 11.74
ABCAPITAL, EQ, 04-Oct-2021,111.95,112.85,112.85,110.55, 111.25,111.15,111.27,2113706,2351.82,15490, 1143273, 54.09
ABFRL, EQ, 04-Oct-2021,244.25,245.9,246.55,234.45, 240.00,240.8,239.3,5358319,12822.49,40773, 1719297, 32.09
ABMINTLLTD, EQ, 04-Oct-2021,125.45,131.7,131.7,131.7, 131.70,131.7,131.7,1063,1.4,26, 1063, 100.00
ABSLBANETF, EQ, 04-Oct-2021,371.07,376.28,376.99,373.3, 375.15,374.19,374.73,374,1.4,44, 270, 72.19
ABSLNN50ET, EQ, 04-Oct-2021,431.75,438.0,438.0,430.01, 436.99,436.99,435.55,545,2.37,28, 523, 95.96
ACC, EQ, 04-Oct-2021,2237.5,2245.0,2283.95,2233.0, 2267.40,2265.65,2266.32,394631,8943.58,19982, 155531, 39.41
ACCELYA, EQ, 04-Oct-2021,1263.4,1276.0,1360.0,1263.0, 1340.00,1341.35,1325.25,100650,1333.87,11618, 38731, 38.48
ACCURACY, EQ, 04-Oct-2021,131.05,131.15,134.0,130.25, 133.90,132.6,132.19,48232,63.76,4319, 8620, 17.87
ACE, EQ, 04-Oct-2021,258.95,261.9,272.0,258.0, 265.90,265.7,266.07,1404608,3737.21,29971, 466727, 33.23
ACRYSIL, EQ, 04-Oct-2021,787.3,803.05,803.05,777.5, 785.00,787.65,788.68,76900,606.5,6944, 45019, 58.54
ADANIENT, EQ, 04-Oct-2021,1458.7,1471.0,1531.0,1460.1, 1523.05,1526.65,1501.48,3209302,48186.91,60941, 815207, 25.40
ADANIGREEN, EQ, 04-Oct-2021,1151.05,1161.0,1180.0,1152.25, 1178.10,1176.1,1170.16,278908,3263.66,14887, 151897, 54.46
ADANIPORTS, EQ, 04-Oct-2021,734.95,738.85,747.5,736.05, 742.90,744.2,742.38,3414151,25345.95,47094, 957650, 28.05
ADANIPOWER, EQ, 04-Oct-2021,96.95,97.85,101.75,97.5, 101.75,101.75,100.71,16213791,16329.57,62157, 6826678, 42.10
ADFFOODS, EQ, 04-Oct-2021,880.8,871.1,894.3,800.65, 892.70,889.15,872.92,11331,98.91,1681, 6474, 57.14
ADORWELD, EQ, 04-Oct-2021,678.7,689.0,705.0,678.0, 695.25,700.15,696.42,13614,94.81,669, 9190, 67.50
ADSL, EQ, 04-Oct-2021,75.75,76.4,78.8,75.05, 75.70,75.3,76.27,375460,286.37,4768, 208205, 55.45
ADVANIHOTR, EQ, 04-Oct-2021,84.3,86.1,86.8,82.25, 82.90,82.8,84.35,50291,42.42,1049, 23221, 46.17
ADVENZYMES, EQ, 04-Oct-2021,384.05,386.7,391.7,385.8, 388.00,387.8,388.2,200522,778.42,7177, 97057, 48.40
AEGISCHEM, EQ, 04-Oct-2021,228.9,232.0,233.05,227.5, 229.10,229.25,230.26,603789,1390.29,14459, 296276, 49.07
AFFLE, EQ, 04-Oct-2021,5414.4,5468.6,5652.35,5400.0, 5644.85,5612.65,5547.66,133433,7402.4,30731, 80265, 60.15
AGARIND, EQ, 04-Oct-2021,339.05,346.0,356.0,346.0, 355.50,356.0,353.53,90125,318.62,1754, 74689, 82.87
AGROPHOS, EQ, 04-Oct-2021,15.65,15.85,16.2,15.65, 16.05,15.95,15.99,86632,13.85,222, 80367, 92.77
AHLADA, EQ, 04-Oct-2021,148.3,155.7,155.7,150.05, 155.00,154.85,154.83,157995,244.63,1378, 127785, 80.88
AHLEAST, EQ, 04-Oct-2021,186.35,186.35,192.0,182.3, 184.50,183.8,185.65,7434,13.8,191, 4477, 60.22
AHLUCONT, EQ, 04-Oct-2021,353.65,362.9,363.0,355.45, 356.00,358.25,359.89,32421,116.68,1836, 15254, 47.05
AHLWEST, EQ, 04-Oct-2021,276.85,275.15,284.4,275.05, 284.40,278.35,276.82,2688,7.44,73, 1876, 69.79
AIAENG, EQ, 04-Oct-2021,1928.9,1941.75,1954.95,1922.25, 1931.45,1940.7,1940.42,23893,463.62,4200, 16800, 70.31
AJANTPHARM, EQ, 04-Oct-2021,2260.4,2260.0,2310.0,2250.0, 2292.15,2301.35,2279.0,32498,740.63,6187, 14866, 45.74
AJOONI, EQ, 04-Oct-2021,58.35,59.5,60.0,58.5, 59.70,59.75,59.36,270997,160.88,1367, 159793, 58.96
AKASH, EQ, 04-Oct-2021,215.1,212.6,222.0,204.05, 217.95,217.85,214.67,155903,334.68,5556, 62124, 39.85
AKG, EQ, 04-Oct-2021,24.55,24.55,24.9,24.5, 24.50,24.6,24.63,5109,1.26,65, 4874, 95.40
AKSHARCHEM, EQ, 04-Oct-2021,432.6,440.0,454.5,436.85, 449.55,448.4,446.75,76225,340.54,5564, 30952, 40.61
AKZOINDIA, EQ, 04-Oct-2021,2249.65,2282.95,2282.95,2245.0, 2250.00,2252.6,2259.42,5816,131.41,1400, 3020, 51.93
ALANKIT, EQ, 04-Oct-2021,17.8,18.1,18.9,18.1, 18.60,18.6,18.41,3268527,601.68,4044, 1155575, 35.35
ALBERTDAVD, EQ, 04-Oct-2021,592.2,588.05,615.0,588.05, 601.15,604.25,604.76,42107,254.64,3450, 13323, 31.64
ALEMBICLTD, EQ, 04-Oct-2021,115.25,115.8,117.5,114.0, 115.10,114.95,115.9,278087,322.3,6366, 111440, 40.07
ALICON, EQ, 04-Oct-2021,775.8,797.7,805.0,765.0, 769.00,769.5,774.38,15327,118.69,1491, 8869, 57.87
ALKALI, EQ, 04-Oct-2021,85.85,91.0,103.0,90.25, 103.00,103.0,98.98,2926958,2897.0,34830, 566461, 19.35
ALKEM, EQ, 04-Oct-2021,3990.05,3976.0,4050.0,3953.05, 3968.00,3969.9,3994.39,122504,4893.29,22564, 55041, 44.93
ALKYLAMINE, EQ, 04-Oct-2021,3849.9,3805.0,3899.0,3750.9, 3824.40,3832.5,3803.76,139263,5297.24,28366, 70346, 50.51
