SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER
20MICRONS, EQ, 03-Aug-2026,192.46,193.03,199.8,192.5,195.0,196.03,197.09,173167,341.29,3859, 75484, 43.59
21STCENMGM, EQ, 03-Aug-2026,40.17,40.17,40.97,39.94,40.97,40.97,40.94,4003,1.64,55, 4003, 100.00
360ONE, EQ, 03-Aug-2026,1135.3,1153.6,1158.5,1136.6,1147.8,1147.8,1149.98,366010,4209.03,18019, 142911, 39.05
3BBLACKBIO, EQ, 03-Aug-2026,1247.1,1247.1,1282.0,1231.2,1231.2,1248.1,1259.57,4007,50.47,472, 2128, 53.11
3IINFOLTD, EQ, 03-Aug-2026,23.21,23.41,25.05,23.4,24.5,24.39,24.35,3449586,840.02,8011, 1472318, 42.68
3MINDIA, EQ, 03-Aug-2026,34615.0,35170.0,36660.0,35020.0,35800.0,35955.0,35835.49,6489,2325.37,3365, 2420, 37.29
3PLAND, EQ, 03-Aug-2026,31.7,33.0,33.0,31.45,32.4,31.63,31.79,2931,0.93,95, 2439, 83.21
5PAISA, EQ, 03-Aug-2026,348.6,353.75,356.2,350.4,352.0,353.25,353.95,16751,59.29,834, 10458, 62.43
63MOONS, EQ, 03-Aug-2026,931.4,941.25,957.95,882.0,893.0,897.05,927.65,2873773,26658.57,73300, 397812, 13.84
A2ZINFRA, EQ, 03-Aug-2026,15.55,15.76,17.1,15.76,17.1,17.1,16.76,1605294,269.05,1930, 1144159, 71.27
AAATECH, EQ, 03-Aug-2026,89.38,89.38,91.45,88.0,90.38,90.6,90.04,16635,14.98,837, 7091, 42.63
AADHARHFC, EQ, 03-Aug-2026,496.7,502.05,515.95,490.4,500.55,504.15,501.29,656790,3292.43,25125, 299727, 45.64
AAKASH, EQ, 03-Aug-2026,8.95,9.13,9.13,8.85,8.98,8.98,9.0,77021,6.93,313, 51073, 66.31
AARNAV, EQ, 03-Aug-2026,31.36,31.73,31.73,30.25,30.25,30.44,30.6,37253,11.4,351, 21421, 57.50
