SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER
20MICRONS, EQ, 29-Nov-2023,178.35,179.95,186.5,173.0, 182.90,183.8,181.35,176992,320.98,2221, 99176, 56.03
21STCENMGM, EQ, 29-Nov-2023,22.95,23.4,23.4,23.3, 23.40,23.4,23.4,35335,8.27,54, 35256, 99.78
360ONE, EQ, 29-Nov-2023,543.9,548.45,564.0,540.3, 563.35,558.85,554.62,353886,1962.71,13615, 282152, 79.73
3IINFOLTD, EQ, 29-Nov-2023,45.45,45.85,49.85,45.25, 47.55,47.85,48.36,5770063,2790.13,15975, 1823505, 31.60
3MINDIA, EQ, 29-Nov-2023,30424.0,30584.95,30584.95,30194.9, 30204.00,30247.9,30330.48,1522,461.63,1047, 774, 50.85
3PLAND, EQ, 29-Nov-2023,28.7,28.95,29.0,27.3, 27.30,27.3,27.5,75062,20.64,474, 65182, 86.84
5PAISA, EQ, 29-Nov-2023,519.05,524.8,539.5,510.1, 514.30,516.4,524.84,368458,1933.81,25641, 103181, 28.00
63MOONS, EQ, 29-Nov-2023,446.3,457.0,468.6,457.0, 468.60,468.6,467.04,416743,1946.35,5977, 226133, 54.26
AAATECH, EQ, 29-Nov-2023,74.9,75.75,77.5,74.3, 76.00,76.1,76.34,103523,79.03,1532, 52231, 50.45
AAKASH, EQ, 29-Nov-2023,7.0,7.0,7.1,6.95, 7.05,7.05,7.03,310327,21.83,574, 243285, 78.40
AARON, EQ, 29-Nov-2023,265.8,267.2,285.0,266.1, 285.00,273.6,270.78,12248,33.17,690, 9169, 74.86
AARTIDRUGS, EQ, 29-Nov-2023,494.95,498.7,500.45,490.1, 494.00,495.3,494.3,185831,918.56,10673, 59679, 32.11
AARTIIND, EQ, 29-Nov-2023,530.05,530.25,563.0,529.2, 559.00,559.25,550.98,6771289,37308.19,90759, 3009384, 44.44
AARTIPHARM, EQ, 29-Nov-2023,406.15,406.15,413.0,403.0, 411.95,409.2,406.65,191517,778.81,7699, 121971, 63.69
AARTISURF, EQ, 29-Nov-2023,616.25,616.25,629.9,616.0, 620.00,619.4,620.4,14189,88.03,1384, 8974, 63.25
